respid	cps21_province	cps21_weight_general_restricted	ban_abortion	age	female	urban	religion	education
"R_D2UdgbQ8Q7NsOhX"	"Manitoba"	1.026209	0	61	0	1	"Not important at all"	"Some PS"
"R_D2XO1HpHVmFE0lb"	"Ontario"	1.032227		28	0		"Very important"	"BA"
"R_D2fvxOvyfFN1GWl"	"Ontario"	1.032227	1	34	0	1	"Not very important"	"BA"
"R_D5LAUN9KoXUqjbH"	"British Columbia"	3.206655	0	36	1	1	"Not important at all"	"HS"
"R_D5Xjzp7qtioML2V"	"Quebec"	.6694947	0	33	0	1	"Not very important"	"MA+"
"R_D60eH0lXPZUTV0B"	"Quebec"	.9043904		72	1		"Somewhat important"	"HS"
"R_D64BTlrUIJygX6h"	"Alberta"	1.140332	0	35	1	1		"College"
"R_D6GqfZPietdGY4F"	"Nova Scotia"	.568672	0	56	0	1		"BA"
"R_D6N0AtQgmRlsGel"	"Alberta"	.4061654	0	64	1	1	"Not very important"	"BA"
"R_D6RiqiSZ3TV82A1"	"Quebec"	.9043904	0	72	1	0	"Not important at all"	"Less than HS"
"R_D6TXAT7cbxDhpDj"	"Saskatchewan"	4.015964		21	1			"Less than HS"
"R_D75DueOx1At8Mwx"	"Manitoba"	.6405458	0	26	1	1		"Some PS"
"R_D7D8J8TfkwYQzKx"	"Ontario"	.8471103	0	49	0	1		"BA"
"R_D7UXp0LPAelk5J7"	"Saskatchewan"	.9119394	0	20	1	1	"Not important at all"	"Some PS"
"R_D7bHEMY9TGEUOg9"	"Ontario"	1.683217	0	30	1	1		"Some PS"
"R_D7bOngS7zJq1rMJ"	"Quebec"	1.389372	0	18	0	0		"Some PS"
"R_D7uKRiAfb3gXWDf"	"Ontario"	1.394389	1	77	1	1	"Not very important"	"HS"
"R_D80zrXjZ1drC1QR"	"Quebec"	.8959352	0	40	1	0	"Not important at all"	"College"
"R_D8LVSCalzzBKPst"	"Quebec"	2.316672	0	28	1	0		"Less than HS"
"R_D8N2bEhzEEhoAW5"	"Quebec"	.2053677	0	70	1	1		"MA+"
"R_D8N2yKQN7dWGdON"	"Ontario"	1.299434		53	0			"Some PS"
"R_D8XEEzcPxmCh42d"	"British Columbia"	3.01649	0	58	0	1		"HS"
"R_D8f81yzsNdA6UIV"	"Ontario"	.8471103	1	39	0	1	"Somewhat important"	"BA"
"R_D8jZ4EVlkHWfiIV"	"Alberta"	3.079571		46	0			"HS"
"R_D8oDc0wWr7mizG9"	"Ontario"	.8110893	0	27	1	0	"Not very important"	"BA"
"R_DACqHt8lOnpeyjf"	"Ontario"	.6656307	0	39	1	1		"MA+"
"R_DAIirCyzUKAkJCF"	"Quebec"	.5260664	0	22	1	0		"Some PS"
"R_DAYPRdJLAJZtyO5"	"Ontario"	2.166708	0	53	1	0		"HS"
"R_DBMf4Zzs60XwhRD"	"Quebec"	2.948296	1	28	0	0	"Not very important"	"Less than HS"
"R_DBScsLyc74f0HU5"	"British Columbia"	.7188306	0	76	1	0	"Somewhat important"	"College"
"R_DBnZJAwdEsq7TtD"	"Alberta"	.54949	0	35	1	1		"MA+"
"R_DBtztDFYbITHBXX"	"Quebec"	.6622466	0	51	1	0	"Not very important"	"College"
"R_DBv0lhTGKK733KF"	"Ontario"	1.757969	1	41	0	1		"College"
"R_DC44VJ53079mtmF"	"Ontario"	.8471103		48	0		"Very important"	"MA+"
"R_DC4fR8Lg1FaWpl7"	"Ontario"	.4029644		66	0		"Somewhat important"	"BA"
"R_DCRK51YKUkfsqqJ"	"Quebec"	2.419556		37	0		"Not very important"	"HS"
"R_DCXGjqXbqM2QcYV"	"Ontario"	.6656307	1	36	1	1	"Very important"	"MA+"
"R_DCZAOa8DaXY0zHr"	"Quebec"	1.091722		34	1		"Somewhat important"	"College"
"R_DCrKvfh2b4VU0CJ"	"Quebec"	.2613597	0	76	0	1	"Not very important"	"MA+"
"R_DCur9TLzncRcKFr"	"British Columbia"	.6849803	0	59	0	1		"MA+"
"R_DCxkxoJwEdC6vyF"	"Ontario"	.3166359	0	66	1	0	"Somewhat important"	"MA+"
"R_DDdoQBF5BVKflW9"	"Ontario"	.8471103		37	0		"Somewhat important"	"MA+"
"R_DDjODXolMwtUqD7"	"Manitoba"	.6405458	0	22	1	0		"BA"
"R_DGGAbrBZlAuAJUJ"	"Quebec"	.5423879	1	69	0	1	"Very important"	"Some PS"
"R_DGK9OfYWdVRiqd3"	"Quebec"	1.091722	0	27	1	1		"Some PS"
"R_DGfAmWK56AcVmHT"	"Quebec"	.6622466	1	51	1	1	"Not very important"	"College"
"R_DGl4y8Ux4dEUGBP"	"Alberta"	.6903424		73	0		"Not very important"	"College"
"R_DGpq2y2RjmY8OM9"	"Quebec"	1.788458		54	0			"HS"
"R_DH3igFboV2AHX2x"	"British Columbia"	1.421508		64	0			"College"
"R_DH5QspknHLLrG9z"	"Quebec"	.2613597		78	0		"Very important"	"MA+"
"R_DH635SGQzJVIyvn"	"Alberta"	.5424478		72	1		"Very important"	"College"
"R_DH8BxMOB9NZLzJ7"	"Ontario"	1.77456	0	69	0	0	"Not important at all"	"HS"
"R_DHNUTAlS8U6CRmp"	"Ontario"	1.381353	0	38	1	0	"Somewhat important"	"Some PS"
"R_DHVwJmwDsvBUa4x"	"Ontario"	1.381353	0	41	1	1	"Not very important"	"College"
"R_DHn3SlrgDIODnVv"	"British Columbia"	.8872862	0	27	1	1		"BA"
"R_DHnHzyVwvpSR4RP"	"Newfoundland and Labrador"	.8286865	0	72	1	0	"Somewhat important"	"College"
"R_DHqBSw3qZUl9acp"	"Ontario"	.4029644		75	0		"Very important"	"Some PS"
"R_DHw58vPAQryMRXj"	"Quebec"	.4317231		36	1			"MA+"
"R_DI59DmcLu5SpBIZ"	"Ontario"	.4029644	0	69	0	0	"Not very important"	"BA"
"R_DI6p3fSBNkUlzAl"	"Quebec"	.9043904	0	76	1	1	"Somewhat important"	"HS"
"R_DI6qM1LiZQn9Kwh"	"Manitoba"	.494498		51	0		"Somewhat important"	"MA+"
"R_DITxfhzbeYQWbKN"	"Ontario"	3.571844	0	24	1	0		"HS"
"R_DIUYKS5EDQcg2Rj"	"Quebec"	.8959352		44	1			"College"
"R_DIbcoD5kdQKTstj"	"British Columbia"	.8872862	1	29	1	0		"BA"
"R_DIdIiqesEGw6Mpj"	"Ontario"	.6261567		51	0		"Not important at all"	"MA+"
"R_DItUp9ye9inf4id"	"Alberta"	.54949	0	43	1	1	"Not important at all"	"BA"
"R_DIuFaGCuRaage8F"	"Ontario"	2.549343	1	81	1	1	"Not very important"	"Some PS"
"R_DJqFIoEq1BBnuw1"	"Quebec"	1.40531	0	50	1	0		"HS"
"R_DJqGC5lPS3PXrBn"	"Ontario"	1.032227	1	21	0	1		"Some PS"
"R_DLXlYGUHB9p8W2t"	"Quebec"	2.316672	0	20	1	0		"HS"
"R_DM1PWQAfnmNe4Kt"	"Alberta"	.2613886	0	74	1	1	"Somewhat important"	"MA+"
"R_DMI240KqoXqIbqp"	"Ontario"	4.756642	0	81	1	0		"Less than HS"
"R_DMOkLBp5nGm9cFX"	"Ontario"	2.166708		58	1		"Very important"	"HS"
"R_DN6IsTGmEgnMrkZ"	"Ontario"	.4029644	0	66	0	1	"Not very important"	"BA"
"R_DNA0R9mv1uUYwyl"	"Quebec"	.6694947		28	0		"Somewhat important"	"MA+"
"R_DNAiH9La5Upvxxn"	"Ontario"	.8110893		24	1			"BA"
"R_DNAmckzlxoD4fWp"	"Quebec"	.5494294	0	40	0	1	"Not important at all"	"BA"
"R_DNUPYL4bpTwwgq5"	"Ontario"	1.757969	1	41	0	0	"Somewhat important"	"College"
"R_DNae8ehY4hp6vjr"	"Manitoba"	1.090903	0	48	1	1	"Somewhat important"	"College"
"R_DNbFqXmddSj7Vvj"	"Quebec"	.6694947	1	24	0	0	"Somewhat important"	"MA+"
"R_DNdkZenL8j5zJi9"	"British Columbia"	.7188306	0	68	1	1	"Very important"	"Some PS"
"R_DNoUw5n1sGGgf7z"	"Quebec"	.4061206	1	53	0	1	"Not very important"	"MA+"
"R_DNtqDgT9BELXLR7"	"Ontario"	.3166359	1	70	1	1	"Somewhat important"	"MA+"
"R_DO7WMCzFNOaO9YR"	"Manitoba"	.6405458	0	19	1	1	"Somewhat important"	"Some PS"
"R_DOUvyPLDeA4QJzz"	"British Columbia"	4.972722		18	0		"Somewhat important"	"HS"
"R_DOigtHMxN8lDiud"	"Manitoba"	1.711125	1	64	1	1	"Somewhat important"	"HS"
"R_DOwPKtDSZ7wKSDT"	"Ontario"	.8471103	0	36	0	0	"Not important at all"	"BA"
"R_DP4E5Qeu4qAQXxD"	"Ontario"	.8362538	0	76	0	1		"College"
"R_DPkpae6bKTdUBMd"	"Ontario"	1.032227		23	0		"Not very important"	"BA"
"R_DPlNVBPuUYqLmuJ"	"Quebec"	.4317231	0	37	1	1	"Not important at all"	"BA"
"R_DPqfnaJaPd087eh"	"Ontario"	1.757969	0	49	0	1		"Some PS"
"R_DS0612mCN0MESvn"	"Nova Scotia"	3.243929	1	27	1	1		"HS"
"R_DS1Jw5GGFgMdCNz"	"Alberta"	2.419823	0	38	1	1		"HS"
"R_DS7tmtrhzDCtHkl"	"Manitoba"	.8063607		59	1		"Not very important"	"College"
"R_DSGZMkKF1VRZipj"	"British Columbia"	.9266911	0	42	0	1		"Some PS"
"R_DSP6wafphs2fIIN"	"Quebec"	.4317231		39	1			"Some PS"
"R_DSPl5Qip4f5qnwR"	"Ontario"	.8110893		29	1			"BA"
"R_DSSIf7bKtHdJCaB"	"Ontario"	1.77456	0	71	0	1	"Not important at all"	"HS"
"R_DSqGzJok9C0EaBj"	"Quebec"	.6622466	0	64	1	0		"College"
"R_DT3XqXdcXVdaepb"	"Alberta"	2.678312	0	81	0	1	"Not very important"	"Some PS"
"R_DT9Y7qtLtz21piV"	"Ontario"	1.032227	0	34	0	1		"BA"
"R_DTDbzaqsGiAaO1X"	"Ontario"	.6656307		37	1		"Not very important"	"BA"
"R_DTPfVuGP9IXOHyF"	"Alberta"	1.389525	0	31	1	0	"Not important at all"	"College"
"R_DTSbuTvPMd4RRO9"	"Quebec"	.8428035	0	61	0	0	"Somewhat important"	"College"
"R_DTyj8Mx3mqukZz3"	"Quebec"	.3191158		63	1		"Not very important"	"Some PS"
"R_DULkvZJZe7HVHbj"	"Quebec"	1.140206	0	38	0	0	"Not very important"	"College"
"R_DUZO3Ak0N2oOwBb"	"Ontario"	.8362538		72	0		"Very important"	"College"
"R_DUc1yw0XB6x8EVP"	"Quebec"	.6622466	1	57	1	1		"College"
"R_DUmJ6hJFdbH4Vzz"	"Ontario"	.8110893		23	1			"BA"
"R_DV4aEp70ui1qEKJ"	"Ontario"	.8110893		19	1		"Not very important"	"Some PS"
"R_DVlyE3XMQzzOC2t"	"Quebec"	.4317231	0	49	1	0		"BA"
"R_DVtrslfAucRpNlf"	"Alberta"	.5169035	0	63	0	1	"Not very important"	"Some PS"
"R_DbIhK9pruUdJv6p"	"Ontario"	1.032227		22	0		"Not very important"	"Some PS"
"R_DcNLZEG7voQIYCJ"	"Manitoba"	.8063607	1	61	1	1	"Very important"	"College"
"R_DcPq3IFJ91BhUBP"	"Ontario"	.6656307	0	35	1	0	"Very important"	"BA"
"R_DcWuonbE52fk8RH"	"Ontario"	.6261567		51	0		"Not very important"	"BA"
"R_DdD84hGeAMDWVAR"	"Ontario"	.4029644		72	0		"Not important at all"	"BA"
"R_DeKlaF3VpKOwR21"	"British Columbia"	.4408205	0	65	0	0	"Somewhat important"	"Some PS"
"R_DeLncPPCaJtPTTH"	"Alberta"	.3326543		67	0		"Very important"	"MA+"
"R_DeZVOBwgvoKrBFD"	"Alberta"	.3326543	0	74	0	1	"Very important"	"MA+"
"R_DeploVG8WQXcrbb"	"Ontario"	2.757445	1	50	0	1		"HS"
"R_Depw0Cbn3bntIyt"	"Ontario"	.6261567		61	0		"Not important at all"	"BA"
"R_Df41nhkg8XT14OZ"	"Quebec"	.3191158		55	1		"Not important at all"	"BA"
"R_DfaCM6osRLkPFEl"	"Quebec"	1.150966	1	72	0	0	"Very important"	"HS"
"R_DhRzYY9emVHc5Ut"	"Ontario"	.6656307	0	38	1	1	"Not very important"	"BA"
"R_Di2z3r7jCHct1F7"	"Alberta"	.5424478	1	73	1	0	"Somewhat important"	"Some PS"
"R_Di8ZdE0GtE0HaP7"	"Ontario"	1.563376	0	83	0	1	"Somewhat important"	"BA"
"R_Di99LyirIbx04Kd"	"Quebec"	.5494294	0	41	0	0		"MA+"
"R_DiBY2nBlr9dr1m1"	"Quebec"	.4317231	0	47	1	1		"BA"
"R_Dif0sZtdLSHvQXv"	"Alberta"	1.072706	0	53	0	1	"Very important"	"College"
"R_Dif0t5evM1iJcxH"	"Ontario"	.6261567	0	53	0	1		"BA"
"R_DixjAtvbG1ei397"	"Saskatchewan"	1.160573		32	0		"Somewhat important"	"BA"
"R_DjDkvivtNv5P0Zj"	"Quebec"	.4317231	0	45	1	1		"MA+"
"R_DjEsMFt8B6BweyJ"	"Ontario"	.4029644	0	67	0	1	"Somewhat important"	"Some PS"
"R_DjUlYHs5qDskZ57"	"Quebec"	1.150966		74	0		"Not very important"	"HS"
"R_Dji37AazAkbv52F"	"Quebec"	.4317231	0	41	1	0	"Not important at all"	"Some PS"
"R_Djn58LQHF12Lqbn"	"Quebec"	.5494294		46	0		"Somewhat important"	"MA+"
"R_Dk0iZvtI3aEhsTT"	"Ontario"	.6656307	0	38	1	1		"BA"
"R_DkGQ8SeQxWcSjNT"	"Alberta"	1.072706	1	55	0	1	"Somewhat important"	"Some PS"
"R_DkKaZkp2dANhAYh"	"Quebec"	.4061206	0	60	0	1	"Not important at all"	"MA+"
"R_DkSVM17jbE5KzMB"	"Ontario"	2.931279		45	1			"HS"
"R_Dl4bQyKE2RURWwh"	"Nova Scotia"	.759481		71	0		"Not very important"	"Some PS"
"R_DnGUEOu6movTFS1"	"Ontario"	1.683217	0	33	1	1	"Not important at all"	"College"
"R_DoEyNL5P0L1n3H3"	"Alberta"	.4061654	0	64	1	1		"BA"
"R_DoPjgkVPEtD2Uyl"	"Quebec"	.2613597	0	73	0	1	"Not important at all"	"BA"
"R_DoS39CZyZTGaXjX"	"British Columbia"	.8872862	1	32	1	1	"Somewhat important"	"MA+"
"R_DoVXRNalVZ52tnb"	"Quebec"	.5494294		36	0			"MA+"
"R_DocVQTdqtRPqipr"	"Alberta"	.6695687	0	23	1	0		"BA"
"R_Doe2D9wI4vGt8TD"	"Quebec"	1.389372	0	31	0	1		"College"
"R_Doxw3IOcaYkFd9n"	"Quebec"	.6694947		31	0		"Not important at all"	"BA"
"R_Dp1YrmnKW6hNWhz"	"Alberta"	1.76837		33	0		"Not very important"	"College"
"R_DpjswQQ50ErtSOR"	"Alberta"	.2613886		66	1		"Somewhat important"	"MA+"
"R_Dq3jwEr2FemLof7"	"Alberta"	.3326543	1	70	0	1	"Somewhat important"	"BA"
"R_Dq4KXI6EONUN4Fr"	"Quebec"	.8959352	0	46	1	1	"Not important at all"	"College"
"R_Dq73Vn0YaHYflrH"	"Quebec"	.5260664	0	32	1	1	"Somewhat important"	"MA+"
"R_DqIbj4jsrRfNT8t"	"Quebec"	.8428035	0	56	0	1	"Not very important"	"Some PS"
"R_Dqpq7w1cUXuFvjz"	"Ontario"	.8426764	0	43	1	0		
"R_DqxKSrsypgt52et"	"British Columbia"	1.129198	1	28	0	0		"BA"
"R_DqyfUlYsW1Gs7WF"	"Quebec"	1.091722	0	28	1	0	"Somewhat important"	"Some PS"
"R_Dr9DclNJTMpFNxD"	"Prince Edward Island"	2.118751		78	0		"Very important"	"HS"
"R_DraZYaTbatXGbmN"	"Quebec"	1.901206	0	43	1	1	"Somewhat important"	"Less than HS"
"R_DtL28Z4Q54xzBSh"	"Quebec"	1.389372	0	27	0	1	"Somewhat important"	"College"
"R_DtWiE1HEYADj3NL"	"Ontario"	1.299434		51	0			"Some PS"
"R_DuBHVaqLH8M1kkh"	"Quebec"	1.150966		72	0		"Very important"	"HS"
"R_DuEcG031AeRMxyx"	"Ontario"	4.545682		22	0		"Not important at all"	"HS"
"R_DuFDIMGWkEppM7T"	"New Brunswick"	1.928072	0	61	1	0	"Very important"	"HS"
"R_DuRKsHE0i7Ffiil"	"Alberta"	.4061654	1	62	1	1	"Very important"	"BA"
"R_DuUVJqGEBB1f9Bv"	"Quebec"	.4061206	0	57	0	1	"Not important at all"	"BA"
"R_DuW11OZreHDMnv3"	"British Columbia"	.5382345		62	1		"Not very important"	"BA"
"R_DuyBfYJWajOwuYN"	"Ontario"	.4029644	1	70	0	1	"Somewhat important"	"Some PS"
"R_DuzWXbg2Flr2iRj"	"Quebec"	.5260664		21	1		"Not important at all"	"Some PS"
"R_Dv3f2sAIZdEBCAF"	"British Columbia"	.9148147	0	77	0	1	"Not very important"	"College"
"R_DvN0HR8xRnZKjER"	"British Columbia"	1.525384	0	66	1	1	"Not important at all"	"HS"
"R_Dw5UImDaVAo7jxv"	"British Columbia"	.3463819		79	1			"MA+"
"R_DwAncJlUQCyHHQB"	"Quebec"	.5494294		42	0			"Some PS"
"R_DwKVAj9i7MwTHbj"	"Quebec"	.4061206	0	59	0	1		"BA"
"R_DwTQZqatN8T3LYl"	"British Columbia"	.4408205	0	75	0	1	"Not important at all"	"MA+"
"R_DwXNwDIiNU9vu8N"	"Nova Scotia"	1.180139	0	56	0	0	"Somewhat important"	"Some PS"
"R_DwXTUjHcSybS3Sh"	"British Columbia"	1.525384		78	1		"Not very important"	"HS"
"R_DwYfAscgmceg7F7"	"Quebec"	1.788458	0	52	0	1	"Not very important"	"HS"
"R_DwbT7g4GKtJpCRr"	"Quebec"	.2613597	1	77	0	0	"Not very important"	"MA+"
"R_DwuI8SFvJ1ShOG5"	"Alberta"	.6695687	0	29	1	1	"Not important at all"	"BA"
"R_Dxe6UtI0a5v0Gch"	"Alberta"	.54949	0	43	1	1	"Not important at all"	"BA"
"R_DxfdkiAM0FXMJYB"	"Quebec"	.5494294	1	47	0	1	"Somewhat important"	"BA"
"R_DzT3jQfGclAWu0F"	"Ontario"	1.228448	0	80	1	0		"MA+"
"R_DzWAOIqOh3xtZqF"	"Ontario"	.4920129	0	51	1	1		"MA+"
"R_NUX35ns4Lqm0zgB"	"Alberta"	1.140332	0	44	1	1	"Very important"	"College"
"R_NUXRmzKImvbNv0J"	"Ontario"	1.032227	0	24	0	1		"BA"
"R_NV0nBBbxyyH4xQ5"	"Ontario"	.6571001	0	66	1	0		"College"
"R_NVX7s5okaKQfD5n"	"Alberta"	.8428965	0	64	1	1		"College"
"R_NVkYgNGgxTYB55L"	"Alberta"	.6695687		25	1			"BA"
"R_NVnLdPVoGYZFAdP"	"Ontario"	.4920129	0	55	1	1	"Somewhat important"	"BA"
"R_NVntqTkCRux3AuB"	"Quebec"	.6622466	0	58	1	0	"Not very important"	"College"
"R_NW13lomivvpadxv"	"Quebec"	1.389372		25	0		"Not important at all"	"College"
"R_NW1IomQkpoJenPr"	"New Brunswick"	2.453748	1	58	0	1	"Somewhat important"	"HS"
"R_NW1fewx52lAGJyN"	"Ontario"	.6656307	0	38	1	1	"Somewhat important"	"MA+"
"R_NW5sRvyVDJ0K5hf"	"Newfoundland and Labrador"	4.504549		29	1		"Very important"	"HS"
"R_NWKhfHKXaJAdwbf"	"Alberta"	.8428965	1	63	1	1	"Very important"	"College"
"R_NWNuvYZFsr80j6h"	"Quebec"	.2613597		71	0		"Somewhat important"	"Some PS"
"R_NWov19V9b6j3YNb"	"Quebec"	.4317231	0	45	1	1		"Some PS"
"R_NX5zwFD46Oyqj2p"	"Quebec"	.4061206	0	57	0	1	"Not important at all"	"BA"
"R_NX8oXrL3uSncDzb"	"Ontario"	1.299434	0	56	0	1	"Somewhat important"	"College"
"R_NXAXGLZpi5Ei3NT"	"Quebec"	1.140206	0	41	0	1	"Not very important"	"Some PS"
"R_NXONfwI9KSQrvX3"	"Ontario"	1.77456	0	69	0	1	"Not important at all"	"HS"
"R_NXcqaz01VltHy9z"	"Alberta"	.8428965	0	61	1	1	"Not very important"	"College"
"R_NXsxTqzbzCeuwuZ"	"Saskatchewan"	.5531893	0	63	1	1	"Not very important"	"BA"
"R_NY0t9zEUbcZIXfP"	"Quebec"	.8959352		39	1			"Some PS"
"R_O0BoI5BZqyefUXv"	"Nova Scotia"	.3659701		75	0		"Not very important"	"MA+"
"R_O0FeE674wURxCDv"	"Quebec"	.6622466	0	62	1	1	"Not very important"	"College"
"R_O0VTkWNwpfAZfTH"	"Ontario"	.8471103		49	0			"BA"
"R_O0Yi8lJs5FTZ7Ql"	"British Columbia"	4.080927	0	49	0	1	"Not important at all"	"HS"
"R_O1ABZl8YGK7vVq9"	"British Columbia"	.4408205	0	72	0	1	"Not very important"	"MA+"
"R_O1AuMGnm1KhSYaR"	"Quebec"	.8959352		45	1		"Not important at all"	"College"
"R_O1F6wujqZXOInXH"	"Quebec"	.3191158	0	57	1	1	"Somewhat important"	"Some PS"
"R_O1NBqn2Bzg5LII1"	"Quebec"	.5423879	1	69	0	0	"Somewhat important"	"College"
"R_O1eZlTXiR2p75RL"	"Quebec"	1.40531	0	59	1	0	"Not very important"	"HS"
"R_O1hFW9y38rKG0bn"	"Quebec"	2.948296	0	33	0	0	"Not important at all"	"HS"
"R_O1hSmX4ybofRg0F"	"Quebec"	.5260664		31	1			"BA"
"R_O1mpLRnrd005eeZ"	"Ontario"	.3166359		67	1		"Somewhat important"	"MA+"
"R_O25II8WrjDVWfFD"	"Ontario"	.8110893	0	23	1	1	"Not very important"	"BA"
"R_O27mA9yqsWQAjlL"	"Quebec"	1.150966	0	73	0	1	"Very important"	"HS"
"R_O2Q10PsrN47hd4t"	"Ontario"	.8362538	0	68	0	0	"Not very important"	"College"
"R_O2Ryt2pezNV6UPT"	"Manitoba"	.6405458		27	1			"BA"
"R_O2lEkjr8wokKYrD"	"Quebec"	.5494294	0	37	0	1		"MA+"
"R_O2sKGvsOiu7JTUZ"	"Quebec"	.5260664		29	1			"BA"
"R_O2vNCK562lvYEZr"	"Ontario"	.4029644	0	74	0	0		"MA+"
"R_O3ZJTwMqCqphtrH"	"Ontario"	1.381353	0	49	1	1	"Not very important"	"College"
"R_O3c446YY44mksw1"	"British Columbia"	1.941269	0	77	0	1		"HS"
"R_O40nBKhcBMIR58l"	"Quebec"	.4061206	0	63	0	1	"Not very important"	"MA+"
"R_O42QGkqJbHZQjJL"	"Alberta"	.6695687	0	30	1	1		"BA"
"R_O6AO5uRMz7WvPl7"	"Quebec"	.5260664	0	33	1	1		"MA+"
"R_O7HM348UUvygYYV"	"Alberta"	1.464931	1	65	0	1	"Very important"	"HS"
"R_O7LUG8DD8DvCIut"	"Ontario"	.8110893	0	25	1	1		"BA"
"R_O7hEWzopjawaVIR"	"Quebec"	.8428035	1	62	0	1	"Somewhat important"	"College"
"R_O7iOW9WlFOj6SgV"	"Alberta"	1.151093	0	70	1	1		"HS"
"R_O7kDCOMrCqLZePn"	"Quebec"	.5494294	0	40	0	1	"Not very important"	"BA"
"R_O7qdCKyVhecXlOp"	"British Columbia"	2.370257	0	57	1	0	"Not important at all"	"HS"
"R_O7twz7NC8Ss84rn"	"Ontario"	1.021052		50	1		"Somewhat important"	"College"
"R_O83yBaTo6MMRMfT"	"Alberta"	.6695687	0	34	1	1	"Somewhat important"	"BA"
"R_O89Gxqsw14sXHBD"	"Ontario"	1.032227	0	33	0	1	"Not very important"	"MA+"
"R_O8BgjJFsFdz9neF"	"Quebec"	.2053677		72	1		"Not important at all"	"MA+"
"R_O8RpxJvFjNjyoo1"	"Saskatchewan"	.5531893	0	60	1	0	"Not very important"	"MA+"
"R_O8ugzwWDN7WhalX"	"Nova Scotia"	.9273136	1	63	1	0		"Some PS"
"R_O9IjSdwUsOGb0ml"	"Alberta"	.8521218	0	28	0	1	"Somewhat important"	"MA+"
"R_O9JpJB5LoqCuI4p"	"Nova Scotia"	1.254537		46	1		"Somewhat important"	"College"
"R_O9ZGjD7qujfQgYV"	"Quebec"	.4317231		48	1		"Not very important"	"Some PS"
"R_O9eEO5HHHhBIgWl"	"Quebec"	.5260664		30	1		"Somewhat important"	"BA"
"R_O9gtyItk3QUVF7z"	"Quebec"	1.091722		19	1			"Some PS"
"R_O9jOApuq9S4vKF3"	"Ontario"	.4920129	0	51	1	1	"Somewhat important"	"BA"
"R_O9wNmxkbLoO7ZGF"	"Quebec"	.2613597	0	67	0	1	"Not important at all"	"MA+"
"R_OAIPifNiS0LLgSB"	"Ontario"	1.394389	0	75	1	1	"Not important at all"	"Less than HS"
"R_OARS7ReewFuMEaB"	"New Brunswick"	.2817625	0	71	1	0	"Not important at all"	"BA"
"R_OAVAxWMrayGE1Gx"	"Quebec"	.5494294	0	49	0	1	"Not very important"	"BA"
"R_OB6ik0v03PbTBXX"	"Ontario"	.8110893	0	23	1	1	"Somewhat important"	"BA"
"R_OBDYz6s1ln6Iy09"	"New Brunswick"	.4378239	0	61	1	1	"Very important"	"BA"
"R_OBQLy6m6zfDdWDL"	"Ontario"	1.032227		26	0			"BA"
"R_OBTCs1syYc6u79T"	"Alberta"	.54949		38	1			"BA"
"R_OBVxjfTAt8Oskvv"	"Quebec"	.5260664		26	1		"Somewhat important"	"BA"
"R_OBgLJH49HDegmCB"	"Nova Scotia"	3.243929	0	26	1	0		"HS"
"R_OBzeipJLwnARvUJ"	"Ontario"	.8110893	0	26	1	1	"Somewhat important"	"BA"
"R_OC0dvJR3siq8hzj"	"Manitoba"	.3182352	0	79	0	1	"Somewhat important"	"BA"
"R_OCHv1NcAkN6NcY1"	"Alberta"	.6903424	0	69	0	1	"Not very important"	"Some PS"
"R_OCLGYTVeveUcv3r"	"Ontario"	.8471103		45	0		"Not very important"	"BA"
"R_OCNmPvp2mDqjTkl"	"Nova Scotia"	1.180139	0	61	0	1	"Not very important"	"College"
"R_OCZq28gjpFzlaBH"	"Ontario"	1.683217	0	30	1	0		"College"
"R_OCgYXcqsTNly8CZ"	"Saskatchewan"	.4530686		66	0		"Very important"	"BA"
"R_ODOEGQLxZFhHQCl"	"Quebec"	.4317231		48	1		"Somewhat important"	"BA"
"R_ODmQnAlTKIMKdBT"	"British Columbia"	.9148147	0	65	0	1	"Not very important"	"College"
"R_ODwweB24b9fajg5"	"Ontario"	2.142134	0	25	0	1	"Not very important"	"College"
"R_ODyNprYEcHbph6N"	"Quebec"	.4061206	0	60	0	0	"Somewhat important"	"BA"
"R_OGMyhuLjHjGIGUp"	"British Columbia"	2.370257	1	59	1	0		"HS"
"R_OGOgEuHroytCSIh"	"Quebec"	.8428035	0	57	0	0		"College"
"R_OGT2lB0c4G1NYlz"	"Alberta"	.2613886	0	73	1	0	"Not important at all"	"BA"
"R_OHHXsYTZAAzEk4V"	"Nova Scotia"	.7366267	0	28	1			"BA"
"R_OHIjOuHJwVmEZ8d"	"Ontario"	1.032227		28	0			"BA"
"R_OHJbqYndigxq4Sd"	"Quebec"	.5260664	0	26	1	1		"Some PS"
"R_OHTTinr6xHR2QiB"	"Alberta"	.6993046	1	42	0	1	"Not very important"	"MA+"
"R_OHUZ2ylbIk3Q2sh"	"Ontario"	.6571001	1	70	1	0	"Very important"	"College"
"R_OHWvMFpmg3U9iKJ"	"Ontario"	.3166359	1	65	1	1	"Very important"	"BA"
"R_OHZJh30dZfaO8md"	"British Columbia"	.3463819	0	75	1	1	"Very important"	"BA"
"R_OHdHfJml21DALHr"	"Ontario"	.6261567	1	52	0	1	"Very important"	"BA"
"R_OHewk2nNtiUEZnH"	"Ontario"	.8471103	0	45	0	1		"BA"
"R_OIHEbqbuDUiJdIt"	"Quebec"	.5494294	0	42	0	1	"Not important at all"	"Some PS"
